"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","49.600000","51.600000","50.600000","53.600000","10","80","110"
"1.000000","51.065000","52.780208","51.639815","53.454167","10","80","110"
"2.000000","52.149510","53.690006","52.439980","53.404142","10","80","110"
"3.000000","52.954158","54.390693","53.058696","53.413876","10","80","110"
"4.000000","53.552445","54.930218","53.539196","53.458878","10","80","110"
"5.000000","53.998222","55.345799","53.913831","53.522767","10","80","110"
"6.000000","54.331046","55.666172","54.206978","53.594817","10","80","110"
"7.000000","54.580041","55.913445","54.437115","53.668210","10","80","110"
"8.000000","54.766701","56.104581","54.618329","53.738800","10","80","110"
"9.000000","54.906919","56.252579","54.761415","53.804244","10","80","110"
"10.000000","55.012473","56.367393","54.874682","53.863391","10","80","110"
"11.000000","55.092100","56.456645","54.964554","53.915863","10","80","110"
"12.000000","55.152303","56.526174","55.036017","53.961761","10","80","110"
"13.000000","55.197920","56.580458","55.092955","54.001468","10","80","110"
"14.000000","55.232567","56.622934","55.138404","54.035519","10","80","110"
"15.000000","55.258944","56.656245","55.174744","54.064509","10","80","110"
"16.000000","55.279073","56.682426","55.203845","54.089046","10","80","110"
"17.000000","55.294472","56.703049","55.227184","54.109712","10","80","110"
"18.000000","55.306283","56.719329","55.245926","54.127043","10","80","110"
"19.000000","55.315365","56.732207","55.260995","54.141528","10","80","110"
"20.000000","55.322366","56.742414","55.273125","54.153596","10","80","110"
