"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","49.200000","51.200000","50.200000","53.200000","30","80","30"
"1.000000","49.495000","51.507292","50.530556","52.425833","30","80","30"
"2.000000","49.716865","51.728976","50.747460","51.844749","30","80","30"
"3.000000","49.883254","51.887460","50.887519","51.407141","30","80","30"
"4.000000","50.007651","51.999686","50.975920","51.076472","30","80","30"
"5.000000","50.100340","52.078323","51.029874","50.825757","30","80","30"
"6.000000","50.169154","52.132758","51.061102","50.635012","30","80","30"
"7.000000","50.220046","52.169893","51.077560","50.489393","30","80","30"
"8.000000","50.257527","52.194766","51.084615","50.377843","30","80","30"
"9.000000","50.285007","52.211026","51.085863","50.292100","30","80","30"
"10.000000","50.305056","52.221303","51.083686","50.225972","30","80","30"
"11.000000","50.319604","52.227476","51.079643","50.174804","30","80","30"
"12.000000","50.330097","52.230878","51.074735","50.135082","30","80","30"
"13.000000","50.337612","52.232450","51.069586","50.104151","30","80","30"
"14.000000","50.342951","52.232844","51.064570","50.079991","30","80","30"
"15.000000","50.346708","52.232513","51.059897","50.061064","30","80","30"
"16.000000","50.349321","52.231762","51.055671","50.046195","30","80","30"
"17.000000","50.351113","52.230797","51.051928","50.034484","30","80","30"
"18.000000","50.352319","52.229750","51.048664","50.025235","30","80","30"
"19.000000","50.353111","52.228705","51.045850","50.017914","30","80","30"
"20.000000","50.353613","52.227714","51.043447","50.012106","30","80","30"
