"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","50.800000","52.800000","51.800000","54.800000","10","120","30"
"1.000000","50.995000","53.280208","52.350926","54.314167","10","120","30"
"2.000000","51.155510","53.632784","52.747902","53.968605","10","120","30"
"3.000000","51.285496","53.892133","53.034520","53.723211","10","120","30"
"4.000000","51.389454","54.083251","53.241916","53.549296","10","120","30"
"5.000000","51.471780","54.224333","53.392347","53.426338","10","120","30"
"6.000000","51.536463","54.328658","53.501745","53.339665","10","120","30"
"7.000000","51.586957","54.405935","53.581524","53.278791","10","120","30"
"8.000000","51.626167","54.463275","53.639879","53.236225","10","120","30"
"9.000000","51.656480","54.505896","53.682699","53.206624","10","120","30"
"10.000000","51.679831","54.537632","53.714225","53.186178","10","120","30"
"11.000000","51.697763","54.561307","53.737519","53.172174","10","120","30"
"12.000000","51.711500","54.579002","53.754793","53.162687","10","120","30"
"13.000000","51.722000","54.592253","53.767653","53.156349","10","120","30"
"14.000000","51.730013","54.602196","53.777264","53.152193","10","120","30"
"15.000000","51.736119","54.609672","53.784477","53.149539","10","120","30"
"16.000000","51.740767","54.615307","53.789911","53.147907","10","120","30"
"17.000000","51.744302","54.619562","53.794024","53.146963","10","120","30"
"18.000000","51.746989","54.622784","53.797148","53.146473","10","120","30"
"19.000000","51.749032","54.625229","53.799532","53.146278","10","120","30"
"20.000000","51.750584","54.627089","53.801359","53.146266","10","120","30"
