"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","49.600000","51.600000","50.600000","53.600000","10","80","30"
"1.000000","49.945000","51.980208","51.106481","53.134167","10","80","30"
"2.000000","50.205510","52.270006","51.467140","52.800586","10","80","30"
"3.000000","50.402358","52.489650","51.724933","52.561918","10","80","30"
"4.000000","50.551133","52.655422","51.909883","52.391353","10","80","30"
"5.000000","50.663564","52.780141","52.043058","52.269634","10","80","30"
"6.000000","50.748502","52.873759","52.139301","52.182930","10","80","30"
"7.000000","50.812639","52.943919","52.209105","52.121304","10","80","30"
"8.000000","50.861043","52.996444","52.259918","52.077622","10","80","30"
"9.000000","50.897553","53.035743","52.297041","52.046761","10","80","30"
"10.000000","50.925074","53.065141","52.324263","52.025046","10","80","30"
"11.000000","50.945809","53.087135","52.344300","52.009840","10","80","30"
"12.000000","50.961423","53.103598","52.359103","51.999258","10","80","30"
"13.000000","50.973176","53.115928","52.370081","51.991947","10","80","30"
"14.000000","50.982020","53.125172","52.378255","51.986945","10","80","30"
"15.000000","50.988672","53.132109","52.384365","51.983562","10","80","30"
"16.000000","50.993676","53.137323","52.388950","51.981311","10","80","30"
"17.000000","50.997439","53.141247","52.392404","51.979844","10","80","30"
"18.000000","51.000270","53.144205","52.395017","51.978917","10","80","30"
"19.000000","51.002399","53.146439","52.397001","51.978356","10","80","30"
"20.000000","51.004001","53.148129","52.398514","51.978042","10","80","30"
