"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","49.200000","51.200000","50.200000","53.200000","30","80","70"
"1.000000","50.055000","51.907292","50.797222","52.585833","30","80","70"
"2.000000","50.688865","52.438976","51.233880","52.146527","30","80","70"
"3.000000","51.159154","52.837982","51.554400","51.833119","30","80","70"
"4.000000","51.508307","53.137084","51.790577","51.610234","30","80","70"
"5.000000","51.767669","53.361152","51.965260","51.452323","30","80","70"
"6.000000","51.960426","53.528964","52.094940","51.340956","30","80","70"
"7.000000","52.103746","53.654656","52.191565","51.262846","30","80","70"
"8.000000","52.210355","53.748834","52.263821","51.208432","30","80","70"
"9.000000","52.289690","53.819443","52.318050","51.170841","30","80","70"
"10.000000","52.348755","53.872428","52.358895","51.145145","30","80","70"
"11.000000","52.392750","53.912230","52.389771","51.127815","30","80","70"
"12.000000","52.425537","53.942167","52.413193","51.116334","30","80","70"
"13.000000","52.449984","53.964715","52.431023","51.108911","30","80","70"
"14.000000","52.468225","53.981726","52.444645","51.104278","30","80","70"
"15.000000","52.481843","53.994581","52.455087","51.101537","30","80","70"
"16.000000","52.492019","54.004314","52.463119","51.100063","30","80","70"
"17.000000","52.499629","54.011698","52.469318","51.099417","30","80","70"
"18.000000","52.505325","54.017312","52.474118","51.099298","30","80","70"
"19.000000","52.509593","54.021589","52.477847","51.099500","30","80","70"
"20.000000","52.512795","54.024856","52.480752","51.099882","30","80","70"
