"time","CP","Center","middle","edge","brine","heater","plasma"
"0.000000","50.800000","52.800000","51.800000","54.800000","10","120","110"
"1.000000","52.115000","54.080208","52.884259","54.634167","10","120","110"
"2.000000","53.099510","55.052784","53.720741","54.572160","10","120","110"
"3.000000","53.837296","55.793177","54.368283","54.575168","10","120","110"
"4.000000","54.390766","56.358047","54.871229","54.616820","10","120","110"
"5.000000","54.806439","56.789991","55.263120","54.679471","10","120","110"
"6.000000","55.119007","57.121071","55.569422","54.751553","10","120","110"
"7.000000","55.354358","57.375460","55.809534","54.825697","10","120","110"
"8.000000","55.531824","57.571411","55.998290","54.897404","10","120","110"
"9.000000","55.665847","57.722731","56.147073","54.964107","10","120","110"
"10.000000","55.767230","57.839884","56.264644","55.024523","10","120","110"
"11.000000","55.844055","57.930816","56.357773","55.078197","10","120","110"
"12.000000","55.902379","58.001578","56.431707","55.125190","10","120","110"
"13.000000","55.946744","58.056783","56.490527","55.165870","10","120","110"
"14.000000","55.980560","58.099958","56.537413","55.200767","10","120","110"
"15.000000","56.006390","58.133808","56.574855","55.230486","10","120","110"
"16.000000","56.026163","58.160410","56.604807","55.255643","10","120","110"
"17.000000","56.041335","58.181365","56.628804","55.276830","10","120","110"
"18.000000","56.053003","58.197908","56.648058","55.294600","10","120","110"
"19.000000","56.061997","58.210997","56.663527","55.309449","10","120","110"
"20.000000","56.068948","58.221373","56.675970","55.321820","10","120","110"
